plats	`laatside
Uue+toa	Uijõ+dua
Enn	Jõnn
minema	läks
ju	ju
meri	mere
põhi	`põhja
olema	oli
kätte	käde
ka	kua
saama	`suadi
sina	saa
teadma	tiäd
mäletama	mälettä
ei	ei
mina	mia
arvama	`arva
et	et
e	e
saama	`suadud
ikka	ikka
vist	vist
sealt	siält
e	e
e	e
mast	`mas'tõ
või	või
need	nende
pealt	piält
kätte	käde
mina	mia
arvama	`arva
need	nende
peale	`piäle
saama	suan
kiskuma	`kjõsku
kui	kui
laev	laõ
hukka	`ukka
minema	läks
ütlema	`ütlen
ka	kua
et	ett
nüüd	nüd
mina	ma
minema	lähä
viimane	viimist
aasta	`aastad
veel	viel
mina	mia
minema	lähä
mitte	`mitte
enam	enäm
siis	siis
mina	ma
jääma	jää
kodu	kodosõ
pidama	pidän
ikka	ikka
jah	jah
koju	koo
jääma	`jäämä
et	et
tema	tämä
vana	vanaa
olema	ond
et	et
enam	enäm
minema	lähä
mitte	mtte
kurt	kur't
olema	oli
ka	kua
elu+aeg	elu+aa
ikka	`ikka
pisike	pisikse
kuulmine	`kuulmisõgä
ning	ning
siis	siis
vanadus	vanadus
olema	oli
käes	käe
juba	juba
aga	aga
ikka	`ikka
minema	läks
ning	ning
jääma	jäi
viimne	`viimne
olema	oli
minema	`minnä
ning	ning
jääma	jäi
meri	mere
meri	mere
haud	auwast
ikka	`ikka
saama	`suadi
ehk	ehk
kätte	käde
aga	aga
mina	mia
ikka	kka
olema	olõ
kuulma	kuuln
küll	küll
et	ett
ikka	`ikka
meri	meri
võtma	võttab
ikka	`ikka
kas	kas
olema	oli
puu	puudõ
peale	`piäle
saama	`suanud
ronima	ronida
et	et
kätte	käde
saama	`suadi
aga	aga
laev	laõ
minema	läks
tema	tal
hukka	`ukka
tema	tämä
mees	mies
olema	oli
ikka	`ikka
mitu	mjõttu
kord	`korda
häda	ädä
sees	sees
aga	aga
kes	kess
need	neid
teadma	tiäb
jutustama	juttusta
või	või
teadma	tiäb
need	nendest
pool	puõl
aasta	`aastad
mina	miost
noor	nuorõm
olema	old
aga	aga
mina	mia
kaa	kaa
juba	juba
vana	vana
mis	miss
teie	tei
maa+töö+mees	maa+düö+mehed
e	e
mis	miss
teie	tei
maa+töö+mees	maa+düö+mehed
või	või
või	või
mere+mees	mere+mehed
ka	kua
ehk	hk
aga	aga
viimaks	`viimes
põletama	põlõttasid
ära	ää
kui	kui
meie	meije
juba	juba
siin	sii
olema	olimõ
ning	ning
elama	eläsime
tema	temä
minema	läks
Loigu	`Loikko
ning	ning
meie	meije
elama	eläsime
siin	sii
tema	tämä
minema	läks
sealt	siält
maja	maeadest
ajama	`aõtti
välja	`vällä
et	et
tema	tääl
talu	talu
maja	maead
kuidas	kuda
maa	muad
seal	siäl
maja	maead
olema	olid
noh	nohh
nii	ni
siis	siis
põletama	põlõttatti
üks	ühü
öösel	`üese
ära	ää
inimene	inimest
sees	siss
ei	eij
olema	olõ
kes	kes
tuli	tuld
tegema	tegid
hommik	umikku
olema	olid
põlema	põlõn
olema	oli
suur	suur
rehi	rihe
tuba	tuba
ning	ning
tagasi	tagasid
ning	ning
kamber	`kambrid
ning	ning
tuba	tuad
ning	ning
olema	olid
kõik	kõik
koos	koo
mina	mina
ka	kua
nõnda	nda
samuti	samattõ
nagu	nagu
nüüd+ki	`nüütki
maja	maead
olema	ond
ei	ei
korsten	korsen
olema	oli
juba	juba
ka	kua
peal	pial
juba	juba
olema	oli
korsten	korsen
korsten	korsnas
tegema	`tehti
mina	minu
aeg	`aõgas
ka	kua
sinna	`sjõnna
peale	`piäle
kui	kui
mina	mia
seal	sial
juba	juba
olema	oli
aga	a
nõnda	nda
palju	palju
ei	eij
olema	olõ
ennem	ennema
ühti	`ühti
ennem	ennemä
keetma	kiedetti
kolle	`koldõs
kolle	`koldõ
peal	piäl
see	se
olema	oli
suits	suõtsu
maja	maea
ning	ning
siis	sis
vana	vana
Jaan	Juän
e	e
tahtma	tahass
mttõ	mttõ
siis	sis
kui	kui
ameti+mees	amõtti+mihed
käima	käösid
mitu	mjõttu
kord	kord
mõõtma	`mõõtsid
meie	`meittele
kamber	`kambri
ka	kua
välja	`vällä
et	et
e	e
pool	puõlõ
kamber	`kambrid
aga	aga
ei	ei
ühti	`ühti
tema	tämä
kui	kui
e	e
ameti+mees	amõtti+mehed
ära	ää
minema	läksid
tema	tämä
panema	pani
uks	uksõd
kinni	`kinni
minema	lähäss
meie	meije
kiskuma	`kjõsma
ka	kua
mitte	mtte
Kaasiku	Kaasikku
Aabram	`Aabram
saama	sai
soldat	`soldani
maa	muad
võtma	`võt'tis
tagant	tagant
kamber	`kambrist
oma	oma
kamber	`kambri
ära	ää
lõhkuma	`lõhkus
väli	`väljä
sein	seinä
ütlema	`ütles
Mihkel	`Mihkel
pistma	`pistke
nüüd	nüüd
ruttu	`ruttu
Tiiu	Tiijuga
asemele	asõmõlõ
uus	uus
ning	ning
siis	siis
elama	eläsime
kaks	kaks
aasta	`aastad
veel	viel
seal	siäl
ka	kua
see	selle
kui	kui
väli	väljä
sein	seenä
saama	saimõ
ning	ning
siis	siis
hakkama	`akkas
naa+palju	naa+paõlu
riidlema	`riidlemä
ning	ning
meie	meije
tegema	tegime
ise	ennästele
Mihkel	`Mihkliga
siia	`siija
ise	ise
üsna	üsä
puhas	`puhta
koht	koha
peale	piäle
hakkama	`akkasimõ
tegema	tegemä
siin	sii
olema+ki	olõski
maja	maea
ega	egä
mitte	`mitte
keegi	kedägid
laps	lapsõd
olema	olid
pisikene	pisiksed
aga	aga
siuke	`sioksõd
olema	olid
et	ett
käsi	kätt
kõrvas	`kõrvas
juba	juba
käima	käüsid
kui	kui
siia	`siija
elama	elämä
tulema	tulimõ
kaks	kaks
poeg	`poõga
Ann	Ann
olema	oli
siin	sii
alles	`allõs
jah	jahh
ikka	`ikka
kõrge	`kõrgõd
lävi	läved
praegu+ki	`praõgugi
Loigu	Loõgol
ikka	`ikka
kõrge	`kõrgõd
lävi	läved
ee	ee
mina	mia
olema	olõ
korra	korra
Mari	Marit
vaatama	`vuattamas
ka	kua
käima	käünd
tuba	tuas
ning	ning
kamber	`kambril
küll	küll
olema	olid
jah	jahh
kõrge	`kõrgõd
lävi	läved
õhtu	`õhta
talbused	`talbusõlõ
ning	ning
kes	kellel
sugulane	sugulasõd
ning	ning
omad	omad
olema	olid
ning	ning
ning	ning
siuke	`siokkõ
lugu	lugu
et	ett
kes	kellel
kelle	kelle
sõber	sõbrad
ning	ning
tuttav	`tuttavad
olema	olid
ajama	`aõtti
kokku	kogo
minema	`mindi
talbused	`talbusõllõ
sööma	`süedi
jooma	`juõdi
ning	ning
niitma	niidetti
aga	aga
pidama	pidid
ikka	`ikka
ka	kua
niitma	`niitmä
siis	sis
kui	ku
sina	sa
ikka	`ikka
talbused	`talbusõlõ
minema	lähäd
mis	mis
ei	eei
mõni	mõnõd
ikka	ikka
ei	ei
saama	sua
kõik	kõik
vaene	`vaõsõmad
inimene	inimesed
saama	suass
ühti	`ühti
ning	ning
mõni	mõnõdõl
ju	ju
olema	olid
suur	suurõd
pere	pered
kes	kellel
olema	olõ
pere	peret
mttõ	mttõ
need	nied
tegema	tegid
talbused	`talbusi
võtma	`võt'sid
inimene	inimesi
abi	abis
kiriku+härra	kirikku+ärrä
talbused	`talbusõl
olema	oli
vald	vald
kõik	kõik
ennem	ennemä
olema	olid
mõis	`mõesa
talbused	`talbusõd
mõis	`mõisa
talbused	`talbusõlõ
ajama	`aõtti
kõik	kõik
Kihnu	Kihnu
vald	vald
mhmh	mhmh
jah	jahh
olema	olõ
käima	käün
ning	ning
üks	üks
lööma	`lõije
jalg	jala
peale	`piäle
vikat	vikkattiga
ka	kua
siia	`siija
vikat	vikkatti
otsa	`otsõ
üks	õks
jah	jahh
talbused	`talbusõd
see	sie
talbused	`talbusõ
mõis	`mõisa
talbused	`talbus
olema	oli
siuke	`siokkõ
minema	lähä
mitte	mtte
teine	teesest
eemale	`iemäle
võima	või
mttõ	mttõ
suur	suurt
kaar	kuart
võtma	`võtta
see	see
noh	noh
et	et
talbused	`talbusõ
mees	mehed
aga	aga
e	e
talu+poeg	talu+boeg
pidama	piäb
seda+viisi	sedä+visi
üritama	ürittämä
nägema	näed
kus	kus
kaar	kuär
välja	`vällä
tulema	tulõb
aga	aga
mõis	`mõisa
talbused	`talbusõl
mitte	`mitte
muu	muud
üksi	üksi
üks+teise	ühe+teese
jalg	`jalgõ
eest	iest
nokitsema	nokkitsõvad
talbused	`talbusõ
mees	mehed
küll	küll
andma	`an'tti
sööma	`seüwä
puder	`putru
keetma	kiedetti
piim	`piimä
või	võid
olema	oli
auk	`aukkus
leib	`leibä
või	võid
kõik	`kõikkõ
olema	oli
ka	kua
õhtu	`õhta
olema	oli
supp	`suppi
ning	ning
kõik	`kõikki
mõis	`mõisas
ise	ise
siis	siis
tantsima	tan'sitti
minema	`min'di
mõis	`mõisa
õhtu	`õhta
siis	siis
olema	olid
tants	tansud
sai	`saija
leib	`leibä
ka	koo
olema	oli
või	või
jah	jahh
kõik	`kõikkõ
olema	oli
ka	kua
olema	oli
sai	`saija
leib	`leibä
sai	`saija
mttõ	mttõ
olema	olõss
aga	aga
rukis	rugi
püül	püüli
leib	`leibä
ning	ning
siuke	`siokkõst
olema	oli
nisu+leib	nõsu`leibä
kõik	kõik
jaah	jaahh
suur	suurõd
talbused	`talbusõd
olema	olid
oh	ohh
seal	siäl
olema	olid
suur	suurõd
tants	tansud
noh	nohh
seal	siäl
olema	olõ
mitte	`mitte
muu	muud
kui	kui
mõni	mõnõ
kord	korra
olema	oli
hommik	umikkuni
tants	tants
suur	suurõd
puu	puud
olema	olid
all	all
siuke	`sioksõd
suur	suurõd
kähar	kähäräd
puu	puud
maja	maea
ots	`otsõs
seal	siäl
all	all
tantsima	tan'sitti
laud	lavad
olema	olid
panema	`pan'di
e	e
maha	maha
maa	mua
peale	piäle
ning	ning
söömine	`süemine
laud	`laudõ
peale	`piäle
inimene	inimesed
põlvili	põl'vili
ning	ning
istuma	`jõs'sid
seal	siäl
ääres	`iäres
maa	muas
ning	ning
sööma	seid
need	neid
olema	olid
ka	kua
mõis	`mõisa
talbused	`talbusõl
kes	kess
seal	siäl
ligis	ligis
rahvas	rahvas
olema	olid
inimene	inimesed
olema	olid
vaene	`vaõsõd
laps	lapsõd
võtma	`võetti
ka	kua
ligi	ligi
laps	lapsõd
olema	olid
ka	kua
et	ett
sööma	`seüwä
saama	said
mõis	`mõisa
talbused	`talbus
olema	oli
ennemal	ennemäl
siuke	`siokkõ
kolm	kolm
kord	`korda
andma	`an'tti
ikka	`ikka
hommik	umikku
kesk+hommik	kesk+umikku
meie	me
käima	käüsime
raha	raha
pärast	päräst
ka	kua
mõni	mõnõ
päev	päävä
kaks	kaks
kaks+kümmend	kaks+kümmend
viis	viis
kopikas	koppikka
mina	mia
käima	käösi
mina	mia
käima	käösi
mitu	mjõttu
nädal	nädälid
raha	raha
pärast	päräst
kaks+kümmend	kaks+kümend
kopikas	koppikkad
päev	`päävis
jah	jah
ning	ning
terve	`terve
päev	päävä
uhtuma	uhu
niitma	`niittä
olema	oli
jah	jahh
kaks+kümmend	kaks+kümend
kopikas	koppikkad
aga	aga
seal	siäl
olema	oli
ka	kua
niitmine	`niitmine
ka	kua
oh	ohh
oma	oma
leib	levägä
ning	ning
oma	oma
leib	levägä
ning	ning
korra	korra
olema	oli
siuke	`siokkõ
lugu	lugu
ka	kua
kui	ku
mõis	mõisa
talbused	`talbusõlõ
minema	läks
ja	ja
õhtu	`õhta
e	e-e
eit	eit
andma	`an'dis
kodunt	kodont
leib	`leibä
juurde	`juurõ
kott	kot'tiga
ning	ning
sina	sio
ema	emä
ema	emä
olema	oli
Tooma+Peetri	Tuma+`bietri
Madli	Mad'li
ning	ning
seal	sial
mina	mia
nemad	nämäd
olema	olid
mina	mio
ema	emägä
tuttav	`tuttavad
ning	ning
mina	mia
minema	läksi
sinna	`sjõnna
ööseks	`üeses
ning	ning
Rüssa	Rüssäl
ning	ning
olema	olid
vaene	`vaõsõd
ning	ning
siis	siis
e	e
leib	leib
mina	mio
leib	leib
olema	oli
teine	teis
maja	maeas
laut	`lauttas
ning	ning
teine	tesis
laut	`lauttas
Madli	Mad'li
magama	magas
ning	ning
meie	meije
magama	magasimõ
Madli	Mad'liga
seal	siäl
ning	ning
need	nied
poiss	poõsid
Rüssa	Rüssä
Oskar	`Jõskariga
viima	viisid
mina	mio
leib	levä
ära	ää
ning	ning
mina	mia
terve	`terve
päev	päävä
mõis	`mõisa
tööline	`tüeline
leib	levättä
e	e
siis	siis
siis	siis
olema	oli
Tooma+Peetri	Tuma+`bietri
vana	vana
kaebama	`kaiban
e	e
kohtu+mees	`kohto+miestele
ning	ning
ajama	`aõtti
kohtu+maja	`kohto+maea
see	sie
panema	`pan'di
siis	sis
mina	`miolõ
leib	`leibä
välja	`vällä
maksma	`maksma
ae	ae
ei	ei
andma	andass
tapma	`tappa
ai	aij
ai	aij
ai	aij
ai	ai
e	e
heina+talbused	eenä+`dalbusõd
ikka	`ikka
heina+talbused	eenä+`dalbusõd
vili	viljad
lõikama	lõegatti
tükk	tükkü
viisi	`viisi
mõõtma	mõõdõtti
iga+üks	egä+ühele
oma	oma
tükk	tükküd
välja	`vällä
kui	kui
palju	paõlu
e	e
lõikama	lõegatta
olema	oli
kartul	`kardulid
olema	olid
ka	kua
päev	pääväd
jälle	`jälle
kui	kui
kartul	`karduli
võtma	`võetti
päev	pää
päev	pääväd
tegema	`tehti
olema	olid
jälle	`jälle
õuna+võtmine	õõna+`võtmisõ
päev	pääväd
kas	kass
rahaline	rahalisõd
või	või
või	või
võlg	`võlga
olema	oli
mõni	`mõnda
või	või
mina	mia
olema	olõ
kartul	`karduli
võtma	`võtmes
küll	küll
ka	kua
käima	käün
kaks	kaks
preili	preelit
olema	oli
teine	teine
olema	oli
vana	vanõm
teine	teine
olema	oli
noor	nuõrõm
teine	teine
hüüdma	`üüdis
ikka	`ikka
jälle	`jälle
kui	kui
kesk+hommik	kesk+umikkul
olema	`oldi
või	või
lõuna	`lõunal
inimene	inimesed
kerkima	`kerkkige
inimene	inimesed
kerkima	`kerkkige
siis	siis
ajama	`aõtti
töö	`tüese
seda+viisi	sedä+visi
selle+päräst	selle+bäräst
et	et
töö	`tüese
pidama	`piäväd
minema	minemä
et	et
ee	ee
maa	muast
üles	üles
tõusma	`tõusvad
istuma	`jõstvad
kõik	kõik
maa	muas
inimene	inimesed
kerkima	`kerkkige
pidama	`piäväd
maa	muast
üles	üles
tõusma	`tõusma
ning	ning
töö	`tüele
minema	minemä
e	e
hein	`einä
ning	ning
e	e
hein	`einä
tegema	`tehti
ning	ning
vili	`vil'ja
ning	ning
kartul	`karduli
ning	nin
kõik	`kõikki
võtma	`võetti
ka	kua
aga	aga
vili	`vil'ja
lõikama	lõegatti
tükk	`tükke
viisi	`viisi
need	need
e	e
võtma	`võetti
e	e-e
kes	kellel
kes	kellel
vaene	`vaõsõd
inimene	inimesed
võtma	`võt'sid
talve+vili	`talvõ+`vilja
tükk	tükkü
peale	`piäle
et	et
lõikama	`lõikkavad
e	e
e	e
tasa	tasa
jälle	`jälle
lõikamine	`lõikkamisegä
vili	vilja
lõikamine	`lõikkamisegä
siis	siis
mõõtma	mõõdõtti
tükk	tükküd
välja	`vällä
üks	üks
siuke	`siokkõ
ameti+mees	amõtti+mies
olema	oli
kes	kiss
e	e
mõis	`mõises
olema	oli
kes	kiss
käima	käüs
tükk	`tükke
välja	`vällä
mõõtma	`mõõtmas
sirp	`sir'ppegä
ei	ei
ennem	ennemä
ei	eij
olema	olõ
rauts	`rautsi
mitte	`mitte
keegi	kellegil
kõik	kõik
sirp	`sir'ppegä
ei	ei
lõikama	lõegatta
oder	odrad
tegema	`tehti
niitma	niidetti
maha	maha
kaer	kaerad
kõik	kõik
niitma	niidetti
maha	maha
need	nied
e	e
mõis	mõisa
tööline	`tüelised
olema	olid
e	e
Saue+niidi	Sauwõndil
siin	sii
olema	oli
siuke	`siokkõ
tee	tie
mis	miss
siuke	`siukke
nagu	nagu
noh	nohh
nagu	nagu
suur	suur
tänav	tänäv
käima	käüs
läbi	läbi
mõis	`mõisa
vana	vana
Jaagup	Juagup
Malle	Mallõ
vana	vana
Jaagup	Juagup
ning	ning
olema	olid
seal	siäl
härg	`ärgegä
kündma	`küntti
kaks	kaks
suur	suurt
härg	`ärgä
ees	ies
kõik	`kõikkõl
kaks	kaks
härg	`ärgä
ning	ning
söötma	süödetti
kui	kui
jälle	`jälle
kesk+hommik	kesk+omikkul
olema	olid
siis	siis
olema	olid
jälle	`jälle
söötma	`süötsid
loom	`luõmu
ning	ning
jälle	`jälle
sööma	seid
ning	ning
magama	magasid
ning	ning
siis	siis
minema	`mindi
välja	`vällä
jälle	`jälle
töö	`tüele
aga	aga
need	nied
olema	olid
mõis	`mõisa
mõis	`mõisa
ameti+mees	amõtti+mehed
ise	ise
teenija	tienijad
teenija	`tienijad
kes	kess
härg	`ärgegä
väljas	`välläs
kündma	`kündmäs
käima	käüsid
muu	muud
inimene	inimesed
käima	käüsid
härg	`ärgegä
kündma	`kündmäs
mitte	mtte
ei	eij
olema	olõss
muu	muud
talbused	`talbusi
ühti	`ühti
vist	vist
jah	joahh
need	neid
võima	võis
harva	`arva
mõni	mõnedel
olema	`olla
sule+talbused	sule+`dalbusi
võima	võis
mõni	mõnõl
harva	`arva
olema	`olla
ei	eij
olema	olõ
heina+talbused	einä+`dalbusel
olema	olõ
küll	küll
käima	`käünü
aga	aaga
mitte	`mitte
mitte	`mitte
vill	vjõlla
e	e
kaarimine	`kuormise
talbused	`talbusi
olema	oli
küll	küll
ka	kua
aga	a
seal	sial
mina	ma
olema	põle
ka	kua
suur	suurt
käima	käün
mitte	mtte
mina	miä
ei	i
saama	suass
aeg	`aega
mina	mia
olema	oli
üks	üks
ainuke	aõnukke
inimene	inime
mina	mia
olema	olõss
siuke	`siuksõ
koht	koha
peale	`piale
ühti	`ühti
aeg	`aõga
minema	`minna
mina	miul
olema	oli
oma	oma
tegemine	tegemine
kodus	kodo
jah	jahh
seal	sial
mina	ma
käima	käösi
tants	`tantsu
laskma	`las'si
küll	küll
ka	kua
enne	`enne
mees	mehele
minemine	minemist
olema	oli
see	sie
Äte	Ättel
olema	oli
suur	suur
talu+koht	talu+goht
nemad	nendel
olema	oli
krunt	krundi
maa	mua
Tälle	Tällel
ning	ning
ning	ning
Äte	Ättel
aga	aga
üsna	üsä
noor	nuor
olema	oli
alles	allõs
kui	kui
mina	ma
seal	sial
olema	oli
aga	aga
ülal	üläl
istuma	`jõstmas
käima	käüsi
ikka	`ikka
ning	ning
tants	`tantsu
küll	küll
ka	kua
aga	aga
kartma	`kartsi
ka	kua
pime	pimedäd
iganes	igänes
kuidas	kudass
see	sie
olema	oli
käimine	`käümine
nõnda	nda
hirm	jõrmuga
et	et
hoidma	`oidku
jumal	jumal
nõnda	nda
palju	paõlu
kartma	`kartsi
pime	pimedäd
mina	mia
kartma	karda
praegu	`praegu
pime	pimedad
ikka	`ikka
ning	ning
müristamine	müristämist
ning	ning
siuke	siokkõst
mina	mia
kartma	karda
ette	`ette
vähe	vähä
või	või
meri	merd
ülal	üläl
istuma	`jõstma
tulema	`tul'di
mina	maa
e	e
istuma	istutti
ülal	üläl
öösi	`üösi
kuduma	`kuotti
varras	`vardu
kuduma	`kuotti
vöö	üed
kuduma	`kuotti
e	e
enamasti	enamaste
ennem	ennemä
ju	ju
ülal	üläl
istuma	`jõstuss
kui	kui
mees	mehele
minema	`mindi
jagama	jagada
teine	teestele
välja	`vällä
veimed	veemeks
aga	aga
kui	kui
poiss	poõsid
tulema	tulid
siis	siis
olema	olid
tants	tantsud
olema	olõss
siis	siis
aeg	`aõga
enam	enäm
töö	tüöd
tegema	tehä
keegi	kellegil
siis	siis
tulema	tulid
tants	tantsud
välja	`vällä
küll	küll
ikka	`ikka
laul	`laulu
küll	küll
ka	kua
laul	`laulu
olema	oli
ikka	`ikka
ka	kua
ikka	`ikka
üks	üks
siuke	`siokkõ
suur	suur
koht	koht
olema	oli
meie	mee
käima	käüsime
Lari	Lari
Tooma	`Tuomal
kus	kuss
vana	vana
Nõges	Nõgõs
ikka	`ikka
elu+aeg	elu+`aõgas
olema	oli
siis	siis
e	e
Madli	Madli
olema	oli
tema	tämä
õde	õdõ
see	sie
seal	siäl
käima	käösime
ikka	`ikka
ülal	üläl
istuma	`jõstmas
suur	suur
tara	tara
olema	oli
kus	kuss
ülal	üläl
istuma	jõstutti
tantsima	tansitti
ning	ning
ülal	üläl
istuma	jõstutti
parv	`parvõs
tara	tara
hüüdma	`üütti
kus	kus
e	e
sisse	`sisse
loom	luõmad
olema	olid
ning	ning
inimene	inimesed
tara	taras
üks	üks
siuke	`siukke
maja	maea
laut	laut
ise	ise
ning	ning
ise	ise
tara	tara
rehe+alune	rihalune
olema	oli
see	sie
ei	eei
ai	ai
ai	ai
kus	kuss
tüdruk	tüdrikkud
käima	käüwad
ülal	üläl
istuma	`jõstmas
kus	kuss
seal	sial
siis	siis
loom	luumad
olema	ond
sügise	sügüse
panema	`pan'di
loom	luumad
sisse	`sisse
rehala	rihalõ
või	või
laut	`lauttassõ
kevad	keväde
viima	`viidi
kõik	kõik
välja	`vällä
kõik	kõik
võidma	`võitti
valge	`valgõss
pidama	pidid
kõik	kõik
puhas	`puhtad
olema	olõma
võidma	`võitti
savi	sauwõga
valge	`valgõss
ning	ning
vedama	`väätti
sõnnik	sõnnik
välja	`vällä
hobune	`oostõga
põld	`põldõ
peale	`piäle
aga	aga
sügise	sügüse
panema	`pan'di
loom	luomad
sisse	`sisse
suvi	sui
karja+maa	karja+mal
kevad	keväde
laskma	`las'ti
välja	`vällä
sügis	sügüse
külm	külm
tulema	tuli
siis	siis
korjama	korjatti
ära	ää
iga+üks	egä+üks
korjama	`korjas
oma	oma
ära	ää
aga	aga
õhtu	`õhta
käima	käösid
kodus	kodo
ning	ning
kui	kui
käima	käüs
kodus	kodo
mitte	mtte
siis	siis
käima	käüsime
väljas	`välles
lüpsma	`lüpsmes
Pitkana	Pitkänä
juures	juurõs
ning	ning
Männa	Männa
all	all
ning	ning
kõik	`kõikkis
aga	aga
sang	sang
võtma	võtta
kätte	käde
aga	aga
kaks	kaks
kord	kord
pidama	pidid
kaks	kaks
kord	kord
pidama	pidid
nädal	nädälis
pidama	pead
kord	korra
ka	kua
lehm	lehmä
sang	`sangu
pesema	pesemä
see	see
pidama	pidi
ka	kua
puhas	puhas
olema	olõma
puu	puu
sang	sang
toru	toro
küljes	`külges
liiv	liivaga
ning	ning
nuust	nuustiga
ning	ning
siis	siis
kaks	kahe
vesi	veegä
loputama	lopputtatti
läbi	läbi
mõni	mõni
pesema	pesi
üks	öhegä
ning	ning
mõni	mõni
kaks	kahõga
ning	ning
kuidas	kudass
keegi	`kiegi
mõte	`mõttõs
olema	oli
kuidas	kudas
keegi	kellegi
kasinus	kasinus
olema	oli
ei	eei
kadakas	kadakka
vesi	vesi
tegema	teeb
punane	punaseks
ei	ei
see	sedä
ei	ei
tegema	tehä
valge	`valgõ
riist	riistalõ
vesi	vee
pang	pangid
pidama	pidid
iga	egä
laupäev	`lauppa
ka	kua
pesema	`pestüd
olema	olõma
liiv	liivaga
lehm	lehmä
sang	sang
rand	rannas
saama	sai
ikka	`ikka
piim	piimä
kapp	kappa
piim	piim
koju	koo
need	nied
iga	egä
päev	pääv
saama	said
pesema	pestä
mis	mis
ikka	`ikka
liiv	liivaga
nühkima	`nühki
ikka	`ikka
liiv	liivaga
nühkima	`nühki
puhas	puhast
valge	`valgõt
liiv	`liiva
meri	mere
äärest	iärest
mis	miss
meri	meri
olema	oli
jää	`jääle
ajama	aand
see	sedä
olema	oli
tooma	`tõuwa
siis	siis
ning	ning
see	sellegä
pesema	pesta
aga	aga
mitte	`mitte
ka	kua
must	musta
liiv	liivaga
ja	ja
põld	põllu
liiv	liivaga
kõik	kõik
puu+riist	puu+riistad
olema	olid
nüüd	nüüd
mitte	`mitte
üks	`ühte
enam	enäm
jah	jahh
nüüd	nüüd
olema	põlõ
mitte	`mitte
üks	`ühte
mitte	`mitte
üks	`ühte
mis	miss
noor	nuõrõd
tegema	tegäd
veel	viel
olema	põlõ
nuust	`nuusti
tarvis	taris
ning	ning
põld	põllust
korjama	korjatti
siuke	`siuksed
sea+ahel	sia+aela
juurikas	juurikkad
valge	`valgõd
need	nendegä
pesema	`pes'ti
ning	ning
pesema	`pes'ti
need	nied
juurikas	juurikkad
ära	ää
ennem	ennemä
kui	ku
pesema	pesemä
hakkama	akkatti
sea+ahel	sia+aela
juurikas	juurikkad
hüüdma	`üütti
sea+ahel	sia+ahõla
juurikas	juurikkad
põld	põllus
küll	küll
tüdruk	tüdrikkättel
ning	ning
naine	`naistõl
ka	kua
kõik	`kõikkõl
oma	oma
pesu	pesu
jaah	jaahh
Äte	Ättel
olema	oli
suur	suur
koht	koht
mina	maa
olema	oli
seal	sial
iga	egä
laupäev	`lauppa
jääma	jäi
koju	koo
töö	tüöst
e	e
pool	puõlõst
päev	päevast
pool	puõlõ
päev	`päeni
olema	oli
puu+maa	puu+maa
töö	tüös
väljas	`välles
lõikama	`lõikkamas
hein	`einä
tegema	tegemäs
aga	aga
siis	siis
kui	kui
kell	kell
kaks	kaks
tulema	`tul'di
sööma	`süömä
siis	siis
olema	oli
tüdruk	tüdrikkul
see	sie
mure	murõ
sööma+laud	süömä+laud
koristama	korista
ära	ää
riist	riistad
viima	vii
köök	küögi
juurde	juurõ
kõik	kõik
pesema	pese
ära	ää
kulp	gul'bid
olema	olid
kulp	kul'bid
hüüdma	`üütti
aga	aga
nüüd	nüüd
lusikas	lusikkad
ning	ning
raud	ravast
või	või
plekk	lekkist
kulp	kul'bid
olema	olid
sööma+kulp	süömä+gul'bid
puu	puust
tegema	`tehtüd
kõik	kõik
kõik	kõik
olema	olid
puu	puust
ikka	`ikka
puu+kulp	puu+gul'bid
kõik	kõik
puu	puust
e	e
puder	pudru
kulp	kul'p
ning	ning
supp	suppi
kulp	kul'p
ning	ning
kõik	kõik
pidama	pidid
laupäev	`lauppa
need	nied
pesema	`pestüd
olema	olõma
kõik	kõik
pidama	pidid
liiv	liivaga
pesema	`pestüd
olema	olõma
ning	ning
ilusasti	jõlusast
puhas	`puhtad
ning	ning
e	e
kuivama	`kuivmas
üks	ühes
koht	kohas
peal	peal
kas	kas
teadma	tiäd
kui	kui
rääkima	riägitti
korra	korra
e	e
Sanga	Sanga
kulp	kul'bi
vars	varrõd
olema	`olla
siin	sii
jah	jahh
Sanga	Sanga
kulp	kul'bi
vars	varrõd
olema	`olla
nagu	nagu
siga	sia
jalg	jalad
nagu	nagu
Kurase	Kurassõ
koer	koera
jalg	jalad
Kurase	Kurassõ
koer	koera
jalg	jalad
olema	`olla
niuke	`niuksed
aga	a
see	sie
olema	oli
teadma	`teada
kaa	kaa
kus	kuss
kasin	kasin
koht	koht
olema	oli
ning	ning
puhas	`puhtad
inimene	inimesed
üks+kord	ühe+gorra
jah	jahh
kõik	`kõikki
olema	oli
olema	olemas
kõik	`kõikki
olema	oli
olema	olemas
mis	miss
teie	te
ütlema	`ütlesitte
minema	läin
kõik	kõik
Sanga	Sanga
kulp	kul'bi
pesija	pesijad
ning	ning
minema	läin
kõik	kõik
ikka	`ikka
jah	jahh
hehh	hehh
kõik	kõik
minema	läin
veel	vel
ikka	`ikka
minema	minemä
must	mustad
paja+kaas	paa+gaaned
olema	olid
mis	miss
pada	paa
peal	peal
katel	`katlad
või	või
mis	miss
nüüd	nüüd
ütlema	üelse
meie	meije
hüüdma	`üütsime
pada	paa
kaas	kuaned
