kosjas	kosjas
üks	üks
jääma	jäänd
terve	`tervesse
siis	siis
ütlema	üttend
üks	ühe
küla	küla
kohta	`kohta
see	see
jääma	jääb
nii	nii
terve	`tervess
kui	kui
kana+muna	kana+muna
no	no
see	see
tulema	tuli
küüditamine	küüdittamise
aeg	`aegas
nüüd	nüüd
käsi	`kätte
üks	üks
talu	talu
nimi	nimi
olema	ond
küll	kül
kiri	`kirjass
sealt	sealt
talu	talust
tulema	tuleb
viima	`viija
aga	aga
see	see
talu	talu
jääma	jäi
küla	küla
jääma	jäi
terve	`tervesse
no	no
mina	ma
ei	i
teadma	tia
ütlema	`ööldi
sihukene	`siukseid
asi	`as'ju
need	neid
õhtu	`õhta
saama	sai
puu	puu
taga	taga
kuulatama	kuulattada
kui	kui
mesilas+ema	mesilase+ema
laulma	`laulis
siis	siis
homme	hoome
tulema	tuleb
pere	pere
välja	`väl'la
jaa	jaa
ja	ja
tulema+ki	tuligi
ja	jaa
aga	aga
vahest	vahest
minema	läksid
pere	pered
ära	ära
hm	hm
e	e-e
aga	aga
siis	siis
pere	pere
ära+minemine	ära+menemist
saama	sai
takistama	taakkistada
nii+moodi	nii+`moodi
e	e
panema	pandi
e	e
plekk	lekk
e	e-e
topsik	topsikkusse
kivi	kivid
ja	ja
kõlistama	kõlistatti
kui	kui
pere	pere
hakkama	`akkas
minema	minema
et	et
tema	ta
kusagil	kusagil
puu	puu
otsa	`otsa
ei	ei
ei	ei
laskma	lase
ise	ennast
panema	paneb
minema	menema
ä	ä
siis	siis
selle+pärast	selle+pärast
et	ett
see	see
hääl	ääl
pidama	pidi
rögisemine	rögisemine
pidama	pidi
ema	ema
hääl	äält
segama	segama
siis	siis
teine	teist
mesilane	mesilased
ei	ei
kuulma	kuule
ema	ema
hääl	äält
ühti	ühti
mina	maa
ise+ki	isigi
olema	olen
need	neid
ä	ä
taga	taga
ajama	aeand
ja	jaa
mina	muu
vend	vennal
minema	läks
see	see
ora+mari	ora+mari
minema	läind
ise	isi
järele	järele
ka	koa
sinna	`senna
aga	aga
noh	nohh
olema	oli
juba	juba
puu	`puusse
minema	läind
ja	ja
ei	ei
saama	saand
sealt	sealt
ikka	`ikka
käsi	`kätte
ühti	`ühti
e	e
no+jah	noo+jahh
panema	`pandi
sinine	sinine
silma+kivi	silma+gibi
olema	oli
see	see
leotama	`leottatti
ära	ära
ja	ja
ja	ja
siis	siis
panema	`pandi
üks	ühe
pott	pottisse
aga	aga
sinna	`senna
pott	pottisse
e	e
kusema	`kusti
kusi	kusesse
panema	`pandi
liguma	liguma
ja	ja
siis	siis
pärast	pärast
e	e
tegema	tegi
tegema	tehti
vesi	vesi
paljuks	paelusse
panema	pandi
juurde	`juure
ja	ja
ja	ja
siis	siis
see	see
vesi	vesi
olema	oli
sinine	sinine
siis	siis
panema	`pandi
valge	`valged
vill	villad
sinna	`senna
sisse	sisse
ja	ja
liguma	liguma
ja	ja
pesema	`pesti
välja	`väl'la
ja	ja
vill	villad
olema	olid
nii	nii
ilus	ilusad
sinine	sinised
ja	ja
need	neid
ei	ei
pidama	pidand
päev+ki	`päegi
kui	ku
nii	nii
hästi	`easti
ära	ära
pleegitama	leegittama
ühti	`ühti
siis	siss
segama	segatti
sinna	`sinna
veel	veel
lammas	`lamba
must	`musta
ja	ja
lammas	`lamba
valge	`valget
ka	koa
sisse	`sisse
siis	siis
saama	sai
nii+sugune	nisukke
sinakas+hall	sinikkas+al'l
jaa	jaa
ja	ja
siis	siis
e	e
puu+koor	puu+goortega
värvima	värvitti
e	e
kase+koor	kase+goor
see	se
paks	paks
koor	koor
pidama	pidi
must	mustasse
tegema	tegema
ja	ja
siis	siis
lepa+koor	leppa+goor
pidama	pidi
kollakas	kollakkasse
tegema	tegema
aga	aga
mina	maa
ei	i
teadma	tia
seal	seal
olema	oli
pruun	`pruuni
ka	koo
veel	veel
misuke	misukke
see	se
siis	sis
misuke	misukke
puu	puu
see	see
olema	oli
mis	mis
pruun	pruunisse
pidama	pidi
tegema	tegema
mina	ma
ei	i
teadma	tea
see	seda
aga	aga
must	`musta
ja	ja
ja	ja
see	seda
kollane	kollast
see	seda
mina	minu
kodu	kodu
tädi	tädi
värvima	`värvis
sõda	sõea
aeg	`aegas
olema	oli
värv	`värvisi
ei	ei
olema	ond
ju	ju
saama	`saada
mina	maa
ei	i
teadma	tea
sest	sest
ka	koo
nüüd	nüüd
enam	änam
keegi	kedagi
ühti	`ühti
no	no
ju	ju
muidugi	muidugi
ikka	`ikka
olema	oli
mina	ma
ei	i
teadma	tea
sealt	sealt
raba	raba
äär	äärest
pidama	pidi
ka	koo
üks	üks
vist	vist
seal	seal
pidama	pidi
vist	vist
üks	üks
nii+sugune	nisukke
olema	olema
mis	mess
punane	punasess
tegema	teeb
et	et
vaatama	vatta
mina	maa
ei	i
teadma	tea
mina	maa
ei	i
teadma	tea
need	neid
jah	jahh
mõni	mõned
vana	vanad
inimene	inimesed
ehk	ehk
teadma	teavad
rohkem	`rohkem
ee	ee
jah	jahh
uhjuma	uhjutti
ka	koa
jah	jahh
käsi	kätte
vahel	vahel
ikka	`ekka
olema	oli
ka	ko
uhjuma	uhjuttud
need	neid
palav	palava
vesi	vee
sees	sees
ja	ja
hõõruma	hõõruttud
seoke	`seoksed
pesu+küna	pesu+günad
olema	olid
ikka	`ikka
edasi	edasi
tagasi	tagasi
hõõruma	õõruttud
nüüd	nüid
viimane	viimasel
aeg	aeal
olema	olid
ikka	`ikke
vabrik	vabrikkust
uhjuma	uhjuttud
eheh	eheh
teine+kord	teine+gord
rääkima	`rääksime
siin	sii
e	e-e
no+jah	noo+jahh
kaks+teist	kaks+teist
toll	`tolli
tulema	tuli
see	see
pikk	pikk
lõikama	lõigatta
ja	ja
ja	ja
siis	siss
sealt	sealt
seitse	seeitse
toll	`tolli
olema	oli
nina	nena
ja	ja
ja	ja
viis	viis
toll	`tolli
olema	oli
kand	kannas
kand	kand
noh	nohh
siis	siis
nina	nena
ajama	`aetti
kokku	`kokku
ja	ja
tärkima	tärgitti
ära	ära
vahe	vaheda
nuga	noa
ots	otsaga
äär	ääred
siis	siis
seal	seal
ajama	`aetti
pael	pael
sisse	`sisse
noh	nohh
tegema	`tehti
lina	linadest
kahe+keene	kahe+`geene
keerutama	keeruttatti
ära	ära
ja	ja
ots	ots
olema	oli
suu	suus
ja	ja
ja	ja
sõrm	`sõrmega
keerutama	keeruttatti
see	see
ajama	`aetti
sisse	`sisse
ja	ja
e	e
pastla+nõel	pasla+nõel
olema	oli
seoke	`seokke
suur	suur
jäme	jäme
nõel	nõel
olema	oli
oma+tehtud	oma+`dehtud
nõel	nõel
olema	oli
maa+sepp	maa+seppa
tegema	`tehtud
meie	meil
olema	oo
praegu	`präegust
ka	koa
see	see
maa+sepp	maa+seppa
tegema	`tehtud
nõel	nõel
noh	nohh
nina	nena
tegema	`tehti
e	e-e
lõikama	lõegatti
e	e
siia	siija
kesk+koht	kes+`kohta
siis	siis
e	e
seitse	seitse
toll	`tolli
olema	oli
kesk+koht	kes+`kohta
lõikama	lõigatti
e	e
neli	neli
või	või
viis	viis
pisikene	pisikkest
täke	täkket
kui	kui
sina	sa
tahtma	`tahtsid
vahe	vahedad
e	e-e
nina	nena
siis	siis
tulema	tuli
vähem	vähem
lõikama	lõegatta
aga	aga
kui	kui
sina	sa
tölss	tölsimat
tahtma	`tahtsid
siis	siis
tulema	tuli
need	neid
pisike	`pissid
närp	`när'ppa
rohkem	`rohkem
lõikama	lõigatta
siis	siis
ajama	`aetti
ümber+ringi	`ümber+`ringi
sedasi	sedasi
pael	pael
ja	ja
siis	siis
tõmbama	`tõmmatti
kokku	`kokku
siis	siis
tulema	tuli
seoke	`seokke
e	e-e
seoke	`seokke
jälle	jälle
jah	jah
e	e
need	need
hüüdma	`üütti
põigus+pael	põegus+pael
need	nende
nimi	nimi
olema	oli
jah	jahh
põigus+pael	põegus+pael
nemad	naad
hoidma	`oidvad
siis	siis
pastel	`pastla
kinni	`kinni
mm	mm
jah	jahh
no	no
ennem	ennem
vanasti	vanasti
ikka	`ikke
olema	`olle
olema	olnd
ka	koa
naine	`naistel
põlvili	põlveli
aga	aga
noh	nohh
mees	meestel
olema	olid
ikka	`ikke
pool	poolest
säär	sääreni
ka	kaa
seoke	seosed
säär	sääred
tulema	tulid
pool	poolest
säär	sääreni
ja	ja
siis	siis
olema	olid
pael	paelad
ka	ko
ikka	`ikke
pool	poolest
säär	sääreni
ruhittud	ruhittud
aga	aga
naine	naistel
ei	ei
viimane	viimasel
aeg	aeal
ei	ei
olema	ond
aga	aga
ennemalt	ennemat
olema	`olle
olema	ond
e	e-e
siit	siit
takka	`takka
olema	ond
üleval	ülal
ja	ja
siis	siis
see	see
sukk	sukk
siin	sii
all+pool	all+pol
põll	põlbe
olema	ond
kinni	`kinni
e	e
no	no
see	selle
jaoks	jaos
olema	olid
pael	paelad
ikka	`ekke
tripp	`rippisi
ei	eij
olema	ond
üldse	`ültse
need	need
olema	olid
all+pool	all+pol
põlv	`põlbe
ja	ja
e	e
noh	noohh
need	need
olema	olid
kolm	kolme
kee	`keega
ja	ja
ja	jaa
vanasti	vanasti
olema	oli
need	neid
e	e
tegema	`tehtud
seoke	seokse
pisike	pisse
e	e-e
seoke	seokse
pisike	pisse
jälle	jälle
e	e
mõõk	mõõgaga
või	või
paela+mõõk	paela+mõõk
olema	oli
ja	ja
siis	s
seadma	`säättud
jälle	`jälle
kokku	`kokku
ja	ja
tõmbama	tõmmattud
jälle	jälle
vahel	vahel
e	e
see	selle
mõõk	mõõgaga
jälle	`jälle
koomale	`koomale
ja	ja
kui	kui
need	neid
lai	laijemaid
pael	`paelu
tegema	`tehti
kirju	kirjusid
pael	`paelu
vöö	`öösid
ja	ja
jah	jahh
ennem	ennem
olema	oli
ju	ju
pael	`paelu
palju	paelu
tarvis	`tarvis
pulm	`pulmades
pidama	pidid
pael	paelad
olema	olema
kes	kellega
sina	sa
see	seda
veime+vakk	veeme+`vakka
tühjendama	tühendad
pidama	pidi
pael	`paelu
olema	olema
e	e-e
kes	kellega
sina	sa
kinni	`kinni
siduma	seod
ja	ja
ja	ja
siis	sis
e	e
käsi	käe
külge	`külge
siia	siija
käsi	käe
külge	`külge
e	e
panema	paned
see	selle
pael	`paelu
pidama	pidi
ikka	`ikke
ennemalt	ennemalt
noorik	noorikkuttel
olema	olema
noh	nohh
mina	mena
ei	ei
teadma	tia
eks	eks
tüdruk	tüdrukkud
hakkama	`akkasid
varakult	varakkult
need	neid
tegema	tegema
kui	kui
ei	eij
olema	olnd
siis	siis
tegema	`tehti
enne	`enne
pulma+talgud	`pulma+`talguid
ka	koa
kudumine	kudumise
talgud	`talguid
sest	sest
kuduma	kueuttud
esimene	esemesed
pidama	pidid
ikka	`ikke
kõik	kõik
olema	olema
kas	kas
olema	olgu
see	see
sall	sal'l
või	või
ah	ahh
talgu	`talguid
no+jah	noo+jahh
mis	mis
seal	seal
ikka	`ikke
kutsuma	kutsutti
kutsuma	kutsutti
tüdruk	tüdrukkud
kokku	`kokku
ja	ja
siis	s
kas	kas
päev	päevas
või	või
pool	pooles
päev	päevas
või	või
minema	läksid
sinna	`sinna
talu	talusse
ja	ja
hakkama	`akkasid
kuduma	kuduma
talgud	`talguttel
laskma	`lasti
laul	`laulu
ka	koa
ennem	ennem
olema	oli
tüdruk	tüdrukkuttel
palju	paelu
laul	`laule
ja	ja
mis	mis
seal	seal
talgu	`talgul
muu	muud
tegema	teed
siis	siis
hulk	ulk
olema	oo
koos	koos
aga	aga
e	e
kui	kui
laulma	`laulsid
äh	äh
jah	jahh
ikka	`ikke
talgu	`talguttel
käima	köisid
ikka	`ikke
vaataja	`vaattaead
vaataja	`vaattaeaid
olema	oli
ikka	`ekke
nii	nii
et	et
õhtu	`õhtu
talgu	`talgu
lõpp	lõpp
olema	oli
ikka	`ikke
tants	tan'ts
jah	jahh
pill	pill
olema	oli
ka	koa
ja	ja
noh	nohh
nii	nii
kuidas	kudas
juhtuma	`juhtus
seal	seal
küla	külas
olema	oli
ikka	`ikke
need	neid
pilli+mees	pilli+mehi
ka	koa
Joonas	`Joonasel
olema	oli
üks	üks
ja	ja
ja	ja
kui	kui
mina	minu
isa	isa
olema	oli
noor+mees	noor+mees
olema	olnd
siis	siis
tema	täma
olema	oli
ikka	`ikke
see	see
küla	küla
pilli+mees	pilli+mes
olema	ond
ja	ja
nüüd	nüid
viimane	viimasel
aeg	aeal
mina	mull
vend	vend
olema	oli
küll	küll
noor	noorem
mina	muust
aga	aga
e	e-e
see	see
olema	oli
ka	ko
pilli+mees	pilli+mees
e	e
tema	täll
olema	oli
lõõts+pill	lõõtsa+bill
ja	ja
kõige	kõige
viimane	viimane
pill	pill
veel	veel
mis	miss
mina	menu
kodu	kodo
olema	oli
olema	oli
üks	üks
e	e
suur	suuremat
sort	`sortti
harmoonium	ärm`oonjum
see	see
olema	oli
kaks	kahe
lahvi+tuur	lahvi+tuuriga
ja	ja
pedaal	pett`aal
olema	oli
ka	koa
all	all
nii	nii
et	et
inimene	inimene
võima	võis
käsi	kätte
ja	ja
jalg	`jalgadega
korraga	korraga
mängima	mängida
aga	aga
see	selle
vend	vend
viima	viis
Pärnu	`Pärnu
see	see
olema	o
praegu	`präegust
Pärnu	`Pärnus
see	see
olema	o
seisma	`seisis
kõige	kõige
kauem	kauwembidi
olema	oli
kõige	kõige
viimane	viimane
pill	pill
mina	mina
tooma	tõin
üks	ühü
pill	pilli
ära	ära
see	selle
mina	ma
müüma	müüsin
minev+aasta	minev+`aasta
ära	ära
see	see
olema	oli
ka	koa
harmoonium	`ärm`oonjum
aga	aga
noh	nohh
lõõts+pill	lõõtsa+bill
pidama	pidi
ikka	`ikka
olema	olema
mis	miss
ikka	ikke
talgu	`talguttel
talgu	`talguttel
mängima	`mängis
no	no
mina	mina
ei	i
teadma	tea
need	neid
ikka	`ikka
ostma	ostetti
ju	juu
siis	siis
müüma	`müija
ikka	`ikka
olema	oli
need	neid
eh	ehh
ega	ega
ennemalt	ennemalt
ju	ju
e	e
väga	väga
kaugelt	`kaugelt
naine	`naisi
ei	ei
saama+ki	`saandki
võtma	`võtta
ju	ju
kirik	kirikkus
siis	siis
vaatama	vaadatti
kirik	kirikku
kirik	kirik
see	see
koht	koht
olema	oli
sealt	sealt
võtma	`võetti
naine	`naisi
ja	ja
minema	`mendi
mees	mehele
ega	ega
ja	ja
laat	`laattude
peal	peal
ka	koa
aga	aga
mujal	mõeal
pidu	pidusid
ei	ei
olema	olnd
aga	aga
näh	nähh
ja	ja
enamasti	änamiste
need	need
vana	vanad
paar	paarid
olema	onn
ikka	`ikke
siin	sii
oma	oma
ümbrus	`ümbruses
ja	ja
oma	oma
küla	külades
ikka	`ikka
abielluma	`abiellund
päris	päris
oma	oma
küla	külades
olema	olgu
see	see
Hõbe	Õbeda
need	need
vana	vanad
ja	ja
Ura	Ura
vana	vanad
ja	ja
aga	aga
Ura	Ura
Madis	Madise
isa	isa
see	see
tooma	tõi
Uurita	`Uurittast
naine	naise
oma	omale
ei	eij
olema	olnd
ühti	`ühti
ja	ja
ju	juu
nemad	nad
ehk	ehk
mõni	mõnid
olema	olid
ka	kua
aga	aga
e	e
jah	jahh
ei	ei
sugulane	sugulastega
noh	nohh
kui	kui
juba	jubaa
neljas	neljas
põli	põli
olema	oli
või	või
siis	siiss
ikka	`ikka
võima	võis
aga	aga
enne	enne
see	seda
ikka	`ikke
ei	ei
lubama	lubattud
jah	jahh
ütlema	`ütlesid
et	et
e	e
järel+tulev	järel+dulev
nurk	nurk
e	e
sugu	sugu
olema	`olla
nõrk	nõrk
kui	kui
liiga	liig
sugulane	sugulased
olema	oo
jah	jahh
kiik	kiigel
käima	`köidi
ka	koa
ja	jaa
mina	muul
olema	onn
siin	siin
üks	üks
raamat	raamat
võima	`võitte
see	seda
lugema	lugeda
e	e-e
kiik	kiige
peal	peal
käimine	`köimisest
see	see
olema	on
Õepa	`Õeppa
küla	külast
ja	ja
see	see
olema	onn
see	sellest
aeg	aeast
mm	mm
üks	üks
mees	mees
kirjutama	kirjuttas
see	sellest
aeg	aeast
kui	kui
riigi+teenistus	riigi+teenistusesse
mees	mehi
e	e-e
mm	mm
kuidas	kuidas
see	see
olema+ki	oligi
mees	mehi
püüdma	`püitti
e	e
kes	kedast
saama	`saadi
kätte	`kätte
see	see
viima	`viidi
riigi+teenistus	riigi+teenistusesse
aga	a
kes	kedast
kätte	`kätte
ei	ei
saama	saand
see	sell
ei	ei
see	sell
ei	ei
tulema	tund
minema	`minna
ja	ja
e	e
üks	üks
mees	mees
üks	üks
Ants	Ants
Reiman	`Reiman
e	e
see	see
kirjutama	kirjuttas
suur	suur
paks	paks
raamat	raamat
olema	on
kirjutama	kirjuttud
mina	maa
olema	olen
see	seda
raamat	raamattut
nägema	näind
aga	aga
nüüd	nüid
keegi	`keegi
tema	ta
omaksed	omastest
laskma	`laskis
see	selle
aja+kiri	aea+girjas
e	e
Eesti	Eesti
Loodus	`Loodus
mina	mull
olema	onn
see	see
ka	koa
see	selle
võima	`võitte
oma	omal
juurde	`juure
võtma	`võtta
ja	ja
lugema	lugeda
sealt	sealt
seal	seal
olema	onn
kiik	kiigel
käimine	`köimisest
ja	ja
ja	ja
kõik	`kõikke
see	sest
vana	vanast
Õepa	`Õeppa
küla	küla
ela	eladest
see	sell
aeg	aeal
veel	veel
kui	kui
talu	talusid
ei	ei
müüma	`müidud
inimene	inimest
elama	elasid
e	e
ei	eij
olema	ond
käima	köisid
mõis	`mõisas
töö	tööl
ja	ja
kui	kui
surnu+aed	`surnu+`aeda
ka	koa
inimene	inimesi
ei	ei
viima	`viidud
matma	`maetti
nii+sama	nii+sama
see	selles
aeg	aeast
tema	taa
olema	oli
see	selle
aja+kiri	aea+`girja
kirjutama	kirjuttand
aja+lugu	aea+loo
aga	aga
noh	nohh
see	see
naine	naene
nüüd	nüüd
aja+kiri	aea+`girjasse
panema	pani
tema	ta
lühemalt	lühemalt
see	see
naine	naene
olema	oli
see	selle
Reimann	`Reimanni
oma	oma
see	see
olema	oli
Koonga	`Koongas
e	e
Koonga	`Koonga
kool	kooli
e	e-e
käsi+töö+õpetaja	käsi+döö+õppettaea
ei	ei
mina	maa
see	seda
ei	ei
teadma	tea
mina	muu
aeg	`aegas
olema	olid
nemad	nad
juba	juba
ostma	ostettud
siis	siss
ikka	`ikke
ja	ja
ju	ju
nemad	nendel
maks	`maksu
olema	oli
veel	veel
see	see
riigi+kassa+maks	riigi+gassa+maks
või	või
e	e
see	see
olema	oli
pika+ajaline	pikka+aealene
maks	maks
ja	ja
talu	taludes
ja	ja
aga	a
see	see
olema	oli
maks	maks
ikka	`ikka
mõni	mõnel
veel	veel
aga	aga
enamasti	änamiste
olema	olid
ikka	`ikka
talu	talud
ostma	ostettud
kõik	kõik
noh	noohh
mina	mina
ei	ei
teadma	tea
ju	ju
ju	juu
nemad	nad
siis	siis
kuidagi	kudagi
saama	said
ennem	ennem
olema	oli
ju	ju
öö+hulkumine	öö+`ulkkumine
mood	`moodis
ja	ja
ja	ja
siis	s
käima	`köidi
öösi	`öösi
vaatama	`vaattamas
ja	ja
need	neid
ja	ja
ee	ee
mm	mm
ei	ei
seal	seal
olema	olnud
kutsumine	`kutsumist
keegi	kedagi
e	e
e	e
ööti	`öötti
jah	jahh
öö+hulkuja	öö+`ulkkuead
ja	ja
ja	ja
see	see
seisma	`seisis
ikka	`ikke
kaua	kauwa
aeg	`aega
see	see
öö+hulkumine	öö+`ulkkumene
kartuli+võtmine	karduli+`võtmese
aeg	`aegas
e	e
siis	siis
e	e-e
ennem	ennem
e	e-e
kasvatama	kasvattatti
palju	paelu
kartul	kardulid
selle+pärast	selle+pärast
et	et
e	e
kartul	kardul
olema	oli
talu+poeg	talu+`boege
raha	raha
sisse+tulek	`sesse+dulek
e	e
ja	ja
kartul	karduld
viima	`viidi
Kõiima	`Köima
mõisa	`mõisa
viina+vabrik	viina+vabrikkusse
ja	ja
kartuli+sort	kardula+sordi
nimi	nimi
olema	oli
Viina+Punane	Viina+Punane
e	e
need	need
olema	olid
punane	punase
koor	koore
ja	ja
kibe	kebeda
maitse	`maitsega
kartul	kardulid
need	neid
kasvatama	kasvattatti
kõige	kõige
rohkem	`rohkem
e	e
ja	ja
need	neid
viima	`viidi
siis	siis
e	e
Kõiima	`Köima
mõisa	`mõisa
viina+vabrik	viina+vabrikkusse
ja	jaa
talu	talud
viima	viisid
ikka	`ekke
need	neid
noh	nohh
sada	sada
vakk	`vakka
või	või
või	või
rohkem+ki	`rohkemgid
veel	veel
e	e
viima	viisid
sinna	`sinna
ja	ja
seal	seal
tegema	`tehti
viin	viinasse
ja	ja
siis	siis
talu+poeg	talu+boead
käima	köisid
viina+voor	viina+`vooris
ka	koa
viin	viin
olema	oli
puu+vaat	puu+`vaattide
sees	sees
ja	ja
viima	`viidi
siis	siis
siit	siit
Kõima	Köimast
kaugemale	`kaugemale
kas	kass
Pärnu	`Pärnu
või	või
Võhma	`Võhma
jaam	`jaama
või	või
meie	mede
isa	isa
ütlema	`ütles
tema	tema
käima	köind
ka	koa
aga	aga
siis	siss
mees	mehed
olema	ond
kaval	kavalad
nemad	nendel
olema	ole
e	e
väike	`väikke
e	e-e
peenike	peenikke
oherd	oherd
juures	*juures
olema	ond
e	e
puu	puu
e	e-e
vaat	vaadile
auk	augu
sisse	`sesse
ja	ja
pilli+roog	pilli+roog
või	või
putk	put'k
mis	mis
juures	*juures
olema	oo
ja	ja
sealt	sealt
tõmbama	`tõmmavad
siis	siis
e	e
viin	`viina
ka	koa
ise	ennastele
suu	suhu
ja	ja
siis	siis
pärast	pärast
panema	pand
jälle	`jälle
puu+punn	puu+bunni
ette	`ette
vaatama	vaatta
viin	viin
tulema	tuleb
ju	ju
muidu	muidu
välja	`väl'la
jah	jahh
üks	üks
vana	vana
jutt	jutt
ikka	`ikka
olema	oli
kui	kui
palju	pallu
nüüd	nüd
see	seda
tõde	tõtt
olema	oo
e	e-e
ee	ee
mõis	mõisa
puus+sepp	puus+sepp
hakkama	akkand
e	e
e	e-e
vaat	`vaatti
parandama	parandama
võtma	võtnd
põhi	põhja
alt	alt
ära	ää
siis	siis
olema	olle
seest	seest
kõik	kõik
see	se
olema	oli
suur	suuri
pikk	`pekki
puu+pulk	puu+`pulkkasi
täis	täis
olema	olnd
nagu	nagu
suur	suur
äke	äkke
noh	nohh
see	see
olema	oo
nüüd	nüd
muidu	muidu
jutt	juttuss
seadma	`säättud
aga	aga
aga	aga
see	seda
olema	olid
tegema	teind
meie	mede
isa	isa
ütlema	`ütles
ka	koa
väike	`väiksed
oherdi	oherdised
olema	olnd
juures	`juures
ja	ja
e	e
puu	puu
õlle+vaat	õlle+vaat
ja	ja
auk	auk
sisse	`sesse
ja	ja
kas	kass
pilli+roog	pilli+roog
või	või
mõni	mõni
sihuke	siukke
toru+putk	toru+put'k
või	või
see	sellega
tõmbama	tõmmattud
siis	siis
viin	`viina
aga	aga
nemad	naad
olema	oli
saama	saand
see	selle
vagu	vao
eest	eest
ikka	`ikka
ka	ko
viin	`viina
mõis	mõisa
olema	oli
nemad	`neile
see	selle
voor	voori
eest	eest
ikka	`ikka
andma	and
viin	`viina
ka	koa
aga	aga
talu+poeg	talu+boead
ajama	`aetti
viina+voor	viina+`voori
ka	koa
no+jah	noo+jahh
kas	kas
siis	siis
Pärnu	`Pärnu
või	või
või	või
Võhma	`Võhma
jaam	`jaama
või	või
kus	kos
nemad	nad
siis	siis
viima	viisid
need	neid
nn	nn
mina	ma
ei	i
teadma	tea
see	seda
no+jah	no+jahh
vaatama	vatta
Järv	Järbe
Jaan	Jaan
olema	oli
see	seda
ka	koa
ütlema	üttend
et	et
üks+kord	üks+kord
saama	saab
saama	saab
Pärnu	`Pärnust
muidu	muidu
sool	`soola
ilma	ilma
tasu	tasutta
ja	ja
Valdov	`Valdovi
vabrik	vabrikkust
olema	oli
saama	saand
inimene	inimest
võima	võisid
nii+palju	nii+bal'lu
tooma	`tuuwa
kui	ku
tahtma	`tahtsid
noh	nohh
enne	`enne
see	seda
sõda	sõda
olema	oli
siin	sii
kui	kui
see	see
suur	suur
maa+ilma+sõda	ma+ilma+sõda
hakkama	`akkas
need	neid
Jaan	Jaani
jutt	`juttusi
olema	oli
ikka	`ikka
rohkem	`rohkem
aga	aga
vaatama	vatta
mina	maa
kõik	`kõikke
ei	ei
teadma	tea
need	neid
e	e-e
varas	`vargaid
e	e-e
noh	nohh
ju	ju
need	neid
ikka	`ikke
olema	oli
hobune	obuseid
varastama	varastatti
ja	ja
e	e
hobune	obuste
hobune	obused
e	e
viima	`viidi
kusagil	kusagil
kaugele	`kaugele
laat	laadale
ja	jaa
seal	seal
saama	sai
ju	ju
nemad	nende
eest	eest
hea	ead
hind	`enda
hobune	obusest
saama	saab
ju	jo
hea	ea
hind	enna
siit	siit
naabri+talu	`naabri+dalust
varastama	varastatti
üks+kord	üks+kord
kaks	kaks
hobune	obust
ära	ära
ja	ja
kaks	kahed
riist	riistad
üks	ühü
kord	korraga
ja	ja
koer	koeral
olema	oli
suur	suur
liha+tükk	liha+dükk
kätte	`kätte
andma	`anttud
nii	nii
et	et
koer	koer
öösel	`ööse
ei	ei
haukuma	`aukkund
noh	nohh
viima	`viidi
laat	laadale
ja	ja
seal	seal
saama	said
ju	jo
hea	ead
hind	inda
aga	aga
siis	siss
hobune	obuste
vargus	`vargus
minema	läks
kangesti	`kangeste
mood	`moodi
siis	siis
tegema	`tehti
andma	`andetti
hobune	`oostele
pass	passid
vanadus	vanadus
ja	ja
kõrgus	`kõrgus
ja	ja
nimi	nimi
ja	ja
no	no
siis	siis
e	e
inimene	inimest
ei	ei
julgema	`julgend
nii	nii
ostma	`osta
siis	siis
kaduma	kadus
see	see
hobune	ovuste
vargus	`vargus
rohkem	`rohkem
ära	ära
muu	muid
asi	`as'ju
nüüd	nüid
nii	nii
ei	ei
varastama	varastud
loom	`loomi
ei	ei
varastama	varastud
aga	agaa
e	e-e
pleekima	leegittud
linane	linaseid
kangas	`kanguid
varastama	varastatti
ka	koa
vaatama	vatta
maa	maa
peal	peal
olema	olid
pleekima	`leekkimas
kevad	kevadi
e	e-e
need	neid
varastama	varastatti
ka	koa
e	e-e
siin	sii
naabri+talu	`naabri+dalus
ema	ema
magama	magand
vana+ema	vana+ema
magama	magand
ikka	`ikke
iga	iga
öösi	`öösi
kangas	`kanga
peal	peal
pidama	pidi
üks	üks
vana	vanem
mees	mees
olema	olema
ja	ja
minema	`mendi
siis	siis
see	sellega
kosja	`kosja
kui	kuij
ei	eij
olema	olnd
nii	nii
teadma	`teada
kust	kust
naine	naist
võtma	`võtta
e	e
siis	siis
e	e
keegi	`keegi
olema	oli
käima	köind
siin	sii
kaks	kaks
koht	`kohta
ennem	ennem
läbi	läbi
e	e
sealt	sealt
tüdruk	tüdrukkud
ei	eij
olema	ole
tulema	tulnd
kolmas	kolmandass
koht	`kohta
minema	läind
isa+mees	isa+mehega
siis	siis
see	see
olema	oli
tulema	tulnd
aga	aga
noh	nohh
kui	kui
teadma	`teada
olema	oli
ennem	ennem
e	e
siis	siis
minema	`mendi
ikka	ikka
korralt	korralt
sinna	`sinna
aga	aga
kui	kui
teadma	`teada
ei	eij
olema	ond
ja	ja
tahtma	tahetti
naine	naist
võtma	`võtta
siis	siis
minema	`mendi
otsima	`otsima
e	e
noh	nohh
minema	mene
teadma	tia
ju	ju
need	neid
rikas	`rekkaid
ikka	`ikka
tahtma	tahetti
ennemini	ennemini
he	he
kes	kell
ikka	`ikka
raha	raha
andma	`andavad
ennem	ennem
olema	oli
ju	ju
raha	raha
korjamine	`korjamene
ja	ja
ja	ja
siis	siis
see	selle
