masin	masinad
suur	suure
tuba	`tuppa
jääma	`jääda
öö	`öösis
panema	panin
silama	silades
tulema	tulema
no	no
millal	millas
sina	sa
saama	said
koju	koeu
õhtu	`öhtu
pime	pimedas
pisike	pisikke
laps	laps
kümne+aastane	`kümne+`aastaselt
nõudma	`nöutti
juba	juba
kool	`kooli
eks	eks
täpselt	`täpsält
ei	ei
mäletama	mäletta
millal	millas
aga	aga
millal	millas
see	sie
ehitama	ehittadi
aga	aga
ega	äga
tema	taa
ega	äga
tema	ta
nii	nii
vana	vana
ei	ei
võima	vöi
olema	`olla
kui	kui
mina	mina
olema	olen
et	et
tema	ta
enne	`enne
mina	mind
see	sie
hakkama	akkatti
ikka	`ikka
pärast	pärast
kui	kui
mina	ma
kool	`koolis
käima	käisin
ikka	`ikka
hakkama	akkatti
ehitama	ehittama
üks	üks
kaheksa+kümmend	kaheksa+gümend
aasta	aast
olema	on
see	see
küll	küll
vist	vist
olema	oln
mis	mis
seal	sial
olema	oli
jah	jaahh
Annuse	Annusel
olema	oli
jah	jaahh
seal	sial
vahe+ruum	vahe+ruum
olema	oli
see	see
olema	oli
kantselei	kansalei
kui	kui
kui	kui
olema	oli
täis+kogu	täis+kogu
koos	koos
siis	siis
siis	siis
olema	olid
e	e
laps	lapsed
kodus	kodu
siis	siis
ei	ei
olema	oln
täis+kogu	täis+kogul
muidu	muidu
ruum	`ruumi
siis	siss
see	se
va	va
e	e
kooli+maja	kooli+maea
olema	oli
ka	koo
täis+kogu	täis+kogu
jaoks	jäoks
kui	kui
täis+kogu	täis+kogu
koos	koos
olema	oli
need	need
määrama	`määrasid
need	need
täis+kogu	täis+kogu
määrama	`määras
siis	siis
kes	kiss
kurja+tegija	kurja+tegijad
olema	olid
ja	ja
ja	ja
kes	kiss
Siber	Siberiss
viima	`viidi
need	need
täis+kogu	täis+kogu
ka	ka
e	e
nemad	nad
kui	kui
täis+kogu	täis+kogu
ära	ää
andma	`an'dis
ära	ää
lubama	lubas
siis	siis
viima	`viidi
Siber	Siberisse
ka	koo
kui	kui
sina	sull
süü	süi
nii	nii
suur	suur
olema	oln
tapja	`tapjad
ja	ja
ei	ei
see	see
seisma	seesab
meel	`meeles
lapse+põlv	`lapse+`bölve
asi	asi
ja	ja
seal	sial
olema	oid
siis	siis
kaart	kaardid
suur	suur
seina+kaart	seina+kaart
olema	oli
seal	sial
õpetama	öppettadi
siis	siiss
kõik	keik
kus	kuss
keegi	`kiegi
aga	aga
no	no
mis	miss
kasu	kasu
see	sie
mina	mina
olema	pöle
kuskil	`kuskil
käima	käin
ega	äga
siis	sis
kes	kiss
kes	kis
e	e
pärast	pärast
e	e
teine	teise
kool	koolid
mere+kool	mere+koolides
käima	käisid
ja	ja
ass	as's
olema	oli
need	nendel
hea	ia
ka	koa
nemad	naad
need	neid
need	nendel
ikka	`ikka
olema	oli
natuke	nattukke
tee	tied
juhatama	juhattud
ehh	ehh
eks	eks
see	se
kool	kool
vana	vana
kool+meister	kool+`meister
ikka	`ikka
olema	oli
ka	koa
Kuuda	Kuudal
olema	oli
need	nendel
kool	kooli
e	e
suur	suur
kool	kool
kus	kuss
need	neid
kool+meister	kool+`meistreid
siis	siis
õpetama	öppettadi
eks	eks
see	sie
aja+lugu	aea+lugu
olema	oli
siis	siis
ikka	`ikka
raamat	raamattudes
e	e
vist	vist
olema	oli
e	e
seal	sial
ikka	`ikka
need	neit
juhtum	`juhtumeid
siis	siiss
õpetama	öppettadi
see	seda
va	va
aja+lugu	aea+lugu
ka	koa
raamat	raamat
raamat	raamat
olema	oli
kooli+raamat	kooli+raamat
mäletama	määletta
mis	mis
see	se
nimi	nimi
olema	oli
seal	sial
olema	oid
siis	siis
kõik	keik
juhtum	`juhtumid
üleval	ülevele
ja	ja
õpetama	öppettadi
aga	aga
tarkus	`tarkkust
olema	oli
küll	küll
siiski	`siiski
kes	kiss
aga	aga
just	üst
kuri	kuri
kaa	kaa
aga	aga
aga	aga
ega	äga
tema	ta
arm	`armu
ka	koa
ei	ei
andma	and
see	sellel
kes	kellel
kes	kiss
olema	pöln
arm	`armu
väärt	väärt
olema	oli
maa+mees	maa+mies
ja	ja
pere+mees	pereme
poeg	poeg
Kuuda	Kuudal
koolitama	koolittud
kool+meister	kool+`meistrede
kool	`koolis
aga	aga
siin	siin
olema	oli
e	e
Kartjese	`Kartjese
küla	külas
Karilepa	Karileppi
küla	külas
olema	oli
Mardi	Mardi
talu	talu
ja	ja
seal	sial
olema	oli
siis	siis
ka	koa
kooli+ruum	kooli+ruumid
jaa	jaa
kus	kuss
väike	`väiksed
käima	käisid
nii+sugune	nisugesed
nagu	nägu
seal	sial
enne	`enne
kooli+käim	kuoli+`gäimä
mina	minu
mees	mehe
isa	isa
vana	vanem
poeg	poeg
käima	käin
seal	sial
kool	`kuolis
ja	ja
tema	taa
olema	oli
ju	ju
väike	väikke
laps	laps
alles	alles
pisike	pisikke
ja	ja
kool+meister	kool+`meister
jätma	`jät'tis
kinni	`kinni
no	no
ega	ega
see	seda
olema	pöleks
võima	vöin
tegema	teha
nii	nii
pisike	pisikkese
laps	lapsel
tema	ta
ei	ei
julgema	`julge
ju	ju
enam	änam
koju	koeo
minema	`minnä
ja	ja
isa	isa
minema	läin
otsima	`ot'simä
kus	kuss
poiss	poiss
jääma	jähi
kool+meister	kool+`meister
kool	kooli
uks	ukse
peal	pial
ees	ies
ei	ei
laskma	lase
vana+mees	vana+mest
kooli+tuba	kooli+tup
vana+mees	vana+mes
lükkama	lükkan
krobinal	krobinel
ütlema	ütteln
ega	äga
sina	sina
siit	sitt
ikka	ikka
mees	miest
ei	ei
pidama	pia
lööma	lüön
kooli+õpetaja	kooli+öppettaea
krobinal	krobinal
uks	ukse
pealt	pialt
eest	iest
ära	ää
ja	ja
minema	läin
ikka	`ikka
sisse	`sisse
kooli+tuba	kooli+`tuppa
ütlema	ütteln
poiss	poisil
panema	pane
müts	müt's
pea	pähä
ja	ja
minema	lähmä
koju	koeu
hehh	hehh
laps	laps
ei	ei
julgema	`julge
ju	ju
öö	`üösi
õhtu	`öhtu
nii	nii
pime	pimedas
enam	ääm
koju	koeu
minema	`minnä
hehh	hehh
krobinal	krobinal
ja	ja
ütlema	ütteln
et	et
see	selle
õpetaja	öppettaea
mina	maa
tegema	teen
lahti	`lahti
see	se
olema	oli
üks	üks
kärsitu	kärsittu
mina	maa
mäletama	mälettan
see	seda
kooli+õpetaja	kooli+öppettaead
üks	üks
kärsitu	kärsittu
mees	mies
aga	aga
noh	nohh
poiss	poisi
isa	isa
olema	oli
ikka	`ikka
tugev	tugev
ja	ja
suur	suur
mees	mies
lükkama	`lükkas
krobinal	krobinal
uks	ukse
pealt	pialt
kooli+õpetaja	kooli+öppettaea
ära	ää
ja	ja
ütlema	`ütles
et	ett
minema	lähmä
poiss	poisil
minema	lähmä
koju	koeu
see	se
poiss	poiss
olema	oli
see	selle
tüdruk	tüdrukku
isa	isa
see	see
olema	oli
Treiman	`Treimann
jaa	jaa
jah	jahh
see	se
olema	oli
nii+sugune	niisukke
see	se
olema	oli
pärast	pärast
Keila	`Keilas
ja	ja
tema	tal
olema	oli
maja	maea
ja	ja
Keila	`Keilas
olema	oli
elama	elas
Keila	`Keilas
seal	sial
tema	tal
olema	oli
maja	maja
ja	ja
eks	eks
nemad	naad
alla	`alla
kümme	kümmet
aasta	`aastad
alla	`alla
kümne+aastane	`kümne+`aastaseld
juba	juba
nõudma	`nöutti
suur	suure
kool	`kooli
kes	kiss
siis	siss
enne	`enne
kümme	kümmet
aasta	`aastad
no	no
need	need
olema	oid
ikka	`ikka
väike	`väiksed
võib+olla	vöib+olla
et	ett
olema	olid
üks	öhöd
kaheksa+aastane	kaheksma+`aastast
ehk	ehk
see	selle
järgmine	`järgmesed
ja	ja
jah	jahh
need	nendel
olema	oli
ikka	`ikka
oma	oma
see	seda
mina	ma
ei	ei
teadma	tia
mina	maa
ise	ise
ei	ei
olema	ole
käima	käin
see	selle
alg+kool	all+`goolis
mina	mina
hakkama	`akkasin
kohe	kohe
ikka	`ikka
seal	sial
suur	suurema
kool	`koolis
käima	`käimä
a	a
need	need
alluma	allusid
õpetaja	öppettaea
alla	`alla
õpetaja	öppettaea
tegema	tegi
lahti	`lahti
kiriku+õpetaja	kirikkuöppettaea
õpetaja	öppettaead
tegema	tegid
lahti	`lahti
ja	ja
mõisa+härra	möisa+ärrad
mõisa+härra	möisa+ärra
ja	ja
õpetaja	öppettaea
mina	maa
see	seda
mäletama	mälettan
kui	kui
lahti	`lahti
tegema	`tehti
see	sie
olema	oli
ikka	`ikka
hoopis	`ooppis
hoopis	`ooppis
suur	suur
vahe	vahe
olema	onn
olema	oli
need	nende
kaks	kahe
valitsus	valitsuse
vahe	vahe
kolm	kolm
e	e
kolm	kolm
talv	talvet
kolm	kolm
talv	talvet
ja	ja
kui	kui
olema	olid
hästi	`iasti
õppima	`öppin
siis	siis
tegema	`tehti
sina	sind
lahti	`lahti
ka	koa
aga	aga
aga	aga
kui	kui
ei	ei
olema	olnd
olema	olid
halvasti	alvasti
õppima	`öppin
ei	ei
saama	saan
kõik	keige
siis	ss
kostma	`kosta
need	nendel
mis	mis
nemad	nad
nõudma	`nöudsid
jätma	`jätsid
kinni	`kinni
ka	koo
käima	käi
teine	tene
kolm	kolm
aasta	`aastad
veel	veel
hehh	hehh
oi	oi
oi	oi
oi	oi
küll	küll
olema	on
saama	saan
vaev	`vaeva
nägema	`nähtud
küll	küll
olema	on
saama	saan
kui	ku
olema	oid
mina	minu
isa	isa
käima	käis
ikka	`ikka
hobune	obusega
meie	meit
viima	`viimes
aga	aga
kes	kiss
pidama	pidid
see	seda
tee	tied
e	e
viis	viis
verst	`värsta
hommik	omikku
ja	ja
viis	viis
verst	`vörsta
õhtu	`öhtu
väike	`väiksed
laps	lapsed
küll	küll
see	see
tundma	`tun'dis
vaev	`vaeva
aga	aga
poisike	poisigesed
panema	panid
koju	`kottu
jooks	joosu
peale	`piale
jooksma	`joosid
pea+aegu	pia+`aegu
see	selle
maa	maa
ära	ää
poeg+laps	poeg+lapsed
nemad	naad
ikka	`ikka
tugev	tugemad
kui	kui
tütar+laps	tüttar+lapsed
noo	noo
tütar+laps	tüttar+lapsed
olema	oid
ikka	`ikka
enamasti	änamast
tark	targemed
ja	ja
olema	oli
ikka	`ikka
poiss	poeste
hulgas	`ulkkas
ka	koa
need	`nendest
saama	sai
ikka	`ikka
kapten	`kapteneisi
jaa	jaa
mina	ma
kus	kuss
kooli+maja	kuoli+maja
siin	siin
olema	oli
see	sie
kooli+õpetaja	kuoli+öppettaea
Liima	Liima
olema	oli
see	sellest
mina	ma
rääkima	`rääkkisin
see	selle
eelmine	`ielmese
no	no
seal	sial
õppima	öppitti
jälle	`jälle
tark	targemaid
asi	`as'su
kui	kui
mis	mess
valla+maja	valla+maea
ei	ei
võima	vöi
võima	vöi
see	sie
valla+kool	valla+kool
ei	ei
ei	ei
jõudma	jöun
õpetama	öppettada
siis	siis
ikka	ikka
need	neid
veel	veel
need	neid
tark	`targemaid
need	need
kes	kiss
minema	läksid
e	e
sinna	`senna
Paldiski	Paldiski
e	e
Paldiski	Paldiskis
olema	oli
mere+kool	mere+kool
kus	kuss
õpetama	öppettadi
tüürman	`tüürman'nid
ja	ja
jaa	jaa
jaa	jaa
e	e
kapten	`kapteneid
ja	ja
kõik	keik
mere+kool	mere+kool
jälle	`jälle
Padise	Padisel
nüüd	nüid
olema	on
õpetaja	öppetta
jaoks	jäoks
kolm	kolm
kogudus	kogudust
ja	ja
õpetaja	öppetta
elama	elab
ise	isi
Risti	Ristil
Okk	Okk
ei	ei
teadma	tia
mis	mis
tema	ta
ees+nimi	iest+nimi
aga	aga
Okk	Okk
olema	on
tema	taa
vahmiili+nimi	`vahmiili+nimi
aga	aga
tema	taal
olema	on
kolm	kolm
kolm	kolm
kihelkond	kihelgonda
tema	ta
saama	saab
noor	noor
mees	mies
tema	taa
saama	saab
hakkama	`akkama
tema	ta
käima	käib
mina	mend
ka	koo
vahest	vahest
vaatama	`vaattames
meie	meil
olema	on
ju	ju
luteri	lutteruse
usk	usud
usk	usk
meie	meije
meie	meije
vene	vene
vene+usuline	vene+usulisi
palju	`pal'lu
ei	ei
olema	ole
aga	aga
Risti	Ristil
olema	on
rohkem	`rohkem
Risti	Ristil
ehitama	ehittadi
vene	vene
kirik	kirik
ja	ja
seal	sial
olema	on
vene	vene
kirik	kirik
vene+usuline	vene+usulesi
rohkem	`rohkem
aga	aga
siin	siin
ei	ei
olema	oln
jah	jahh
tema	ta
käima	käis
meie	meil
töö	tööd
andma	`anmes
õpetaja+proua	öppettae+pröuwa
töö+tund	töö+tun'd
olema	oli
kaa	kaa
ikka	`ikka
jah	jaahh
eks	eks
ikka	`ikka
usu+õpetus	usu+öppettus
kõik	keik
ega	ega
leer	`leeris
palju	`pal'lu
muu	muud
ei	ei
rääkima	räägittud
usu+õpetus	usu+öppettus
jah	jahh
ja	ja
kirik	kirikkuss
armu+laud	armu+laud
ja	ja
a	a
see	selle
aga	aga
meie	meije
õpetaja	öppetta
olema	onn
see	siee
kes	kess
mina	mend
leeritama	leerittas
see	sie
olema	on
ammu	`ammu
surema	`surnud
ka	koa
Irss	Irss
saksa	saksa
õpetaja	öppettaea
siin	siin
olema	on
pärast	pärast
need	neid
mitu	mittu
olema	oln
õmblus	`ömlust
ja	ja
kes	kiss
kuduma	kudus
ja	ja
ja	ja
ja	ja
õmblus+töö	`ömlus+tüöd
ja	ja
ja	ja
ikka	`ikka
oma	oma
töö+tund	töö+tun'ni
tema	tall
olema	oli
kaks	kaks
tema	tal
oma	omal
laps	last
ei	ei
olema	oln
tema	tall
olema	oli
kaks	kaks
kasvandik	kasvandikku
noo	noo
eks	eks
need	ned
olema	oid
saksa	saksa
sugu	suost
nemad	naad
ise	ise
olema	oid
ju	ju
sakslane	`sakslast
e	e
teine+kord	tene+gord
see	see
Elsa	Elsa
olema	oli
teine	teese
nimi	nimi
ja	ja
teine	teene
olema	oli
Anna	Anna
Anna	Anna
töö+tund	töö+tun'ni
aeg	aeg
näitama	`näittas
aken	`aknast
kana+muna	kana+munad
olema	oid
pihk	pius
aga	aga
proua	pröuwa
tooma	töi
teine+kord	teine+gort
töö+tund	tüö+tun'd
tulema	tuli
tooma	`tuodi
töö	`tööle
kui	kui
sina	sa
oskama	`oskad
komet	kommettid
tegema	tiha
teine	teste
töö+tund	töö+`tun'di
e	e
tulema	tuled
rikkuma	`rikkuma
siis	siiss
tulema	tule
ise	ise
ka	koa
õpetama	öppettas
ikka	`ikka
preilna	`preilnad
ka	koa
töö	`tööle
jah	jaahh
see	sie
vana	vana
mõis	möis
see	seda
olema	pöle
enam	änam
see	see
olema	on
lagunema	laond
mina	minu
jalg	jalg
olema	pöle
enam	änam
millalgi	millaski
sinna	`senna
saama	saan
seal	sial
olema	on
töö+koda	tüö+goda
kolhoos	koloosi
töö+koda	tüö+goda
olema	onn
seal	sial
hoov	uovi
peal	pial
need	nendel
olema	olid
ju	ju
õpetaja	öppettaeadel
samas	samma
oma	uma
kari	karjad
ka	ko
suur	sured
looma+kari	looma+karjad
ja	ja
ja	ja
mõis	möisad
olema	oid
ikka	`ikka
maa	maad
maa	maad
olema	olid
ja	ja
teo+mees	`tiu+med
olema	olid
tema	tall
see+sama	seda+samma
Vasalemma	Vasalema
mõis	möisa
all	all
need	need
kaks	kaks
küla	küla
need	need
kaks	kaks
küla	külä
siit	siit
Karilepa	Karileppa
ja	ja
Väemla	`Väämlä
need	need
olema	on
elu+aeg	elu+aea
e	e
e	e
sealt	sialt
e	e
Kloostri	`Kloostre
küla	kül'lest
kinkima	kingittud
üks	öhö
risti+laps	risti+lapsele
Vasalemma	Vasalemma
üks	öhö
risti+laps	risti+lapsele
vana	vanad
inimene	inimist
rääkima	`rääkkisid
ega	ega
need	need
muidu	muidu
meie	meije
olema	olime
ju	ju
Kloostri	`Kloostre
vald	valla
sees	sees
täiesti	täijeste
muidu	muidu
need	need
kaks	kaks
küla	küla
siit	siit
siis	siis
Vasalemma	Vasalema
alla	`alla
ei	ei
olema	oleks
jääma	jään
e	e
kui	kui
need	need
ei	ei
olema	oleks
need	need
olema	olid
olema	oid
kinkima	kingittud
üks	öhö
risti+laps	risti+lapsel
ee	ee
siin	siin
ümbrus+kond	`ümrus+kond
mõis	möisad
olema	oid
kõik	köik
Ramm	Rammi
nimi	nime
all	all
enamasti	änamasti
need	neid
Ramm	`Rammisi
olema	oli
väga	väga
palju	`pal'lu
vana	vanad
inimene	inimist
rääkima	`rääkkisid
üks	öhö
Ramm	Rammi
üks	öhö
proua	pröuwal
olema	onn
kaks+kümmend	kaks+kümmend
neli	neli
laps	last
sündima	`sündin
jah	jahh
no	no
need	neid
Ramm	`Rammisi
olema	oli
väga	väga
palju	`pal'lu
ja	ja
need	need
olema	oid
ikka	ikka
meel	meele
poolest	poolest
need	need
kuri	kurjad
ei	ei
olema	oln
need	need
olema	oid
ikka	`ikka
oma	oma
töö+mees	`tiumiste
meel	meelest
ka	koa
ikka	`ikka
e	e
ikke	`ikke
armas	`armssad
ja	ja
teenima	`teenisid
need	neid
ja	ja
siis	siis
olema	olid
siis	siis
olema	olid
e	e
need	need
mõis	möisad
pidama	pidasid
e	e
talgud	`talguid
siis	siis
andma	`an'ttti
kõik	keigile
talguline	`talgulestele
siis	siis
sööma	`süija
ja	ja
ja	ja
viin	`viina
olema	oli
need	nendel
oma	omal
küll	küll
need	nendel
olema	olid
ju	ju
iga+üks	iga+öhöl
oma	omal
vabrik	vabrigud
viina+vabrik	viina+vabrigud
ja	ja
õhtul	`öhtu
tooma	`toodi
pilli+mees	pilli+mes
ka	koa
siis	siis
mõisa+õu	möisa+`öuwe
jaa	jaa
saks	saksad
tulema	tulid
ka	koa
vaatama	`vaattama
need	nende
nali	`nal'la
e	e
laps	lapsed
preilna	`preilnad
ja	ja
ja	ja
üks	üks
üks	üks
e	e
noh	nohh
talguline	`talgulene
üks	üks
poiss	poiss
olema	oln
no	no
eks	eks
tema	ta
võima	vöis
vintis	`vinttis
pea	`piaga
ka	koo
olema	`olla
võtma	vött
preilna	`preilna
ka	koa
tantsima	`tan'tsima
jaa	jaa
jaa	jaa
preilna	`preilna
isa	esa
vana+härra	vana+ärral
olema	oln
see	selle
üle	üle
nii	nii
hea	ia
meel	meel
olema	oln
preilna	`preilnal
olema	oln
sirm	sirm
olema	oln
kinkima	`kinkkin
see	selle
võtma	vött
ja	ja
kinkima	`kinkkin
see	selle
poiss	poisile
ja	ja
ütlema	ütteln
pidama	pia
nüüd	nüid
meel	`meeles
et	et
sina	sa
mina	moo
tütar	`tütrega
olema	oled
tantsima	`tan'tsin
olema	pöle
paha	pahaks
mitte	`mitte
see	sellele
panema	pann
et	ett
poiss	poiss
võtma	`vöt'tis
talguline	`talgulene
võtma	`vöttis
preilna	`preilna
tantsima	`tan'tsima
sedasi	sedasi
vana	vanad
inimene	inimist
enne	`enne
ikka	`ikka
rääkima	`rääkkisid
jääma	jähi
meel	`miele
aga	aga
nägema	nää
aeg	aeg
minema	lähäb
jaa	jaa
kui	kui
maa+ilm	maa+ilm
olema	onn
teadma	tiab
mis+moodi	miss+`moodi
see	see
veel	veel
võima	vöib
lõppema	`löppeda
ei	ei
teadma	tia
siis	ss
a	a
küll	küll
olema	onn
ikka	`ikka
mitu	`mitmed
aeg	aead
saama	saan
nägema	`nähtud
rõõmus	`rõemssad
ja	ja
kurb	kurvad
noh	nohh
nõnda	nenna
nemad	naad
tegema	tegid
mõni	möned
mina	muu
onu	onu
ema	ema
õe+mees	õe+meess
tegema	tegi
e	e
mõis	mõesast
hagu	agu
ja	ja
mis	mis
tema	ta
tegema	tegi
ja	ja
siis	siis
lõikama	`leikkasid
tündre+maa	`tündre+mad
rukis	`rukki
tündre+maa	`tündre+mad
tündre+maa	`tündre+ma
peal	pial
mina	ma
olema	olen
siis	siss
käima	käin
mõis	mõesal
töö	tööl
aga	aga
kolhoos	kaloosi
töö	tööl
no	no
saama	sai
ju	ju
ikka	`ikka
käima	`käidud
mina	maa
olema	olin
nemad	`nendel
juur+vili	juur+vil'la
kasvataja	kasvattaea
siin	siin
kolhoos	koloosi
töö	`tööle
käima	käisin
seitse+kümmend	`seitsme+`gümne
aasta	`aastal
ja	ja
olema	olin
tubli	tubli
ega	äga
peale	`piale
seitse+kümmend	`seitsme+`gümne
ei	ei
olema	ole
enam	änam
suutma	suut
keegi	kedagi
tegema	tiha
pea	pia
olema	oli
see	see
olema	oli
sirp	sirbigä
ega	äga
siis	siis
vikat	vikkattiga
ei	ei
saama	sa
ei	ei
olema	oln
sirp	sirbiga
lõikama	leigatti
kaa	kaa
kui	kui
ikka	`ikka
hea	ia
hea	ia
sirp	sirp
olema	oli
ei	ei
see	see
olema	pöln
siis	sis
ka	ka
raske	`raske
ühti	üht
aga	aga
noh	noohh
ega	ega
nemad	nad
kõik	keik
nüüd	nüid
olema	on
ju	ju
masin	massinad
tegema	teevad
ja	ja
saama	sain
iga	iga
iga	iga
e	e
sirp	sirbigä
saama	sai
võtma	`võettud
iga	iga
vihk	vihk
e	e
iga	iga
iga	iga
vihk	vihk
ja	ja
iga	iga
vihk	vihust
e	e
e	e
siis	siss
saama	sai
süle+täis	süle+däest
saama	sai
vihk	vihk
vihk	vihud
panema	`pan'di
hakk	`akki
siis	siis
ja	ja
hakk	akkist
tegema	`tehti
siis	siis
kas	kass
naber	`napra
või	või
kuidas	kuda
olema	oleks
ikka	`ikka
praegu	`praegu
ime	ime
kui	kui
nägema	nääks
kui	kui
naber	nabrad
ehk	ehk
põld	pöllal
olema	onn
suur	suured
suur	suured
koorem	`kuormast
ja	ja
pool+teist	pool+deist
koorem	`koormast
jah	jaahh
jah	jahh
kõik	keik
olema	on
saama	saan
maa	maa
peal	päl
nägema	`nähtud
aga	aga
noo	noo
nüüd	nüid
olema	on
ikka	`ikka
elu	elu
kõige	keige
kerge	`kergem
inimese+sugu	inimese+sool
küll	küll
raskus	`raskust
olema	oli
ikka	`ikka
tsaari+valitsus	saari+valitsuses
olema	oli
väga	väga
palju	`pal'lu
laduma	`laotti
kõik	keik
ümmarguselt	ümmarguseld
pea	piad
kõik	keik
sisse+pool	sisse+ppol
tüigas	tüigas
tüigas	tüigas
väljast+poolt	väl'la+ppolt
väljast+poolt	väl'la+ppoolt
olema	on
üks	üks
suur	suur
kuhi	kuhi
tüügas	`tüikkad
väljas+pool	väl'la+bool
ja	ja
pea	piad
kõik	keik
sees	sies
see	sie
olema	oli
ikka	`ikka
üks	üks
üks	üks
hea	ia
hea	ia
e	e
e	e
koht	koht
küll	küll
need	nendel
jah	jahh
aga	aga
hakk	akkist
suur	suurem
lamba+kari	`lamma+karjad
olema	olid
lammas	`lammus
saama	sai
käima	`käidud
aga	aga
kari	`karjas
olema	olid
suur	suured
karja+maa	karja+mad
lahti	`lahti
kõik	keik
hobune	obused
ja	ja
hobune	obused
olema	oid
kõik	keik
kari	`karjes
minema	mine
otsima	`ot'sima
kus	kuss
leidma	leijad
oma	oma
aga	aga
pärast	pärast
hakkama	akkatti
juba	juba
kari	`karjasi
e	e
kinni	`kinni
tegema	tegemä
iga	iga
iga	iga
pere+mees	pere+mees
oma	oma
karja+maa	karja+mul
aga	aga
esiteks	esittiks
käima	käisid
kõik	keik
Põllu+küla	Pöll+gülad
ja	ja
kõik	keik
suur	suured
karja+maa	karja+mad
päll	päll
jah	jahh
ja	ja
aeg	aeg
ikka	`ikka
paranema	paraneb
ja	ja
ikka	`ikka
paranema	paraneb
ega	äga
tema	ta
hull	ullemaks
minema	lähä
tema	ta
minema	lääb
ikka	`ikka
hea	paramaks
alati	alat
ja	ja
no	no
nüüd	nüid
olema	on
nii	nee
keegi	`keegi
ei	ei
siunama	`siuna
see	seda
valitsus	valitsust
mis	mess
nüüd	nüid
olema	onn
nüüd	nüit
saama	saab
keegi	`kiegi
iga+üks	iga+üks
vabalt	vabald
elama	elada
nüüd	nüid
olema	onn
ikka	`ikka
hea	ia
e	e
e	e
vana	vanadel
e	e
vana	vanu
ei	ei
unustama	unustada
ka	koa
ära	ää
et	et
need	need
häda	ädasse
jääma	jääks
need	nendel
olema	onn
vanade+kodu	vanade+kodud
jah	jahh
ja	ja
need	nendel
andma	`anttaks
pinss	`pintsi
ootama	`oetsid
et	ett
lammas	`lammad
vill	`villa
ei	ei
minema	läin
põld	pölludess
olema	pöln
igal+pool	igal+pool
ka	koa
täielik	täijelikku
aed	`aedasi
e	e
eks	eks
nüüd	nüid
eks	eks
meie	me
eks	eks
see	see
olema	oli
üks	üks
üks	üks
lustlik	lustilik
laps	`lastel
üks	üks
kui	kui
laps	`lapsed
saama	saavad
vaba	vaba
olema	`olla
isa	isa
ema	ema
laud	lauwal
saama	said
sööma	`süijä
see	seda
mure	muret
nemad	nändel
olema	pöln
et	et
et	et
sööma	`süijä
ei	ei
saama	saan
ja	ja
jaa	jaa
ja	ja
üks+kord	üks+kord
olema	oli
tuul	tuul
ajama	aeas
miin	miini
e	e
meie	mee
olema	oleme
ju	ju
meri	mere
ääres	`ääres
siin	siin
kaugel	`kaugel
meie	meilt
meri	meri
olema	onn
tuul	tuul
ajama	aeas
miin	miini
üles	ülesse
e	e
siia	`seija
jõgi	jõge
mööda	`mööda
e	e
tulema	tuli
maja	maeade
ligidal	ligidal
ja	ja
nägema	nää
nagu	nägu
nii+sugused	nisukkesed
ja	ja
veel	veel
suur	suuremad
minema	läksid
miin	`miini
loopima	`looppimä
üks	üks
pere+mees	pereme
poeg	poeg
jaa	jaa
ja	ja
teine	tene
olema	oli
karja+poiss	karja+boiss
ja	ja
mõtlema	`mötle
poiss	poiste
kivi	kibi
trehvama	`trähvas
ikka	`ikka
sinna	`sinna
sarv	sarve
peale	`piale
mis	mess
tuli	tuld
võtma	`vöttis
ja	ja
miin	miin
lõhkema	`löhkes
ja	ja
tapma	`tappis
poiss	poesid
kaks	kaks
tükk	`tükki
need	need
olema	oid
ju	ju
olema	oln
terve	`terved
enam	änam
need	need
olema	oid
puru	purud
üks	`ühte
puu+särk	puu+`särkki
korjama	korjatti
need	neid
tükk	`tükka
miin	miin
lõhkema	`löhkes
ja	ja
tapma	`tappis
poiss	poisid
ja	ja
kes	kiss
olema	oleks
need	neid
sealt	sialt
tõrjuma	`törjun
ära	ära
ja	ja
keelama	keelan
need	neid
sinna	`senna
tooma	toon
et	ett
tema	tema
ligi	ligi
ei	ei
tohtima	tohi
minema	`minna
laps	lapsed
ja	ja
laps	lapsed
hakkama	`akkasid
kivi	kibidega
loopima	`looppima
ega	ega
need	nendel
olema	pöln
teadma	`tiada
see	seda
et	ett
tema	taa
lõhkema	`löhkeb
ja	ja
surmama	`surmas
kaks	kaks
poiss	`poissi
ära	ää
keha	leha
tükk	tükkid
korjama	korjatti
üks	`ühte
puu+särk	puu+`särkki
lammas	`lamma
lamba+kari	`lamma+karjad
tapma	tappetti
sügise	sügise
ära	ää
ja	ja
need	nende
rasv	rasvad
võtma	`võetti
kõik	keik
ja	ja
tegema	`tehti
küünal	küünaldeks
mina	minu
oma	oma
ema	ema
tegema	tegi
need	neid
ka	koa
oskama	`oskas
tegema	teha
need	neid
need	neid
e	e
suur	suure
jäme	jämeda
e	e
lina	lina
e	e
poom+vill	poom+villa
lõng	löngast
tegema	`tehti
taht	tahid
ja	ja
ja	ja
siis	siss
suur	sured
moll	mol'lid
olema	olid
varras	varraste
peal	pial
need	need
taht	tahid
olema	oid
suur	suured
moll	mol'lid
olema	oid
kus	kuss
sisse	`sisse
need	neid
veel	vel
tippima	tippitti
ja	ja
see	see
rasv	rasv
võtma	`võetti
siis	siiss
tuline	tulise
see	selle
suur	suure
pikk	pikka
kern	kernuga
